Timestamp,Energy Consumption (kWh),Temperature (°C),Building Occupancy,Energy Tariff ($/kWh),Efficiency Recommendations,Estimated Cost Savings ($)
1/14/2023 14:00,7.33,33.95,41,0.13,No action needed,0
1/14/2023 15:00,24.59,21.67,43,0.23,Shift heavy operations to off-peak hours.,0.4
1/14/2023 16:00,20.34,21.11,117,0.12,Investigate devices left on overnight.,0.1
1/14/2023 17:00,22.09,25,75,0.18,No action needed,0
1/14/2023 18:00,9.35,23.03,93,0.24,Shift heavy operations to off-peak hours.,0.16
1/14/2023 19:00,17.32,25.13,95,0.28,Shift heavy operations to off-peak hours.,0.34
1/14/2023 20:00,16.72,21.87,34,0.23,Shift heavy operations to off-peak hours.,0.27
1/14/2023 21:00,10.01,32.15,28,0.18,Investigate devices left on overnight.,0.07
1/14/2023 22:00,23.3,18.87,87,0.13,No action needed,0
1/14/2023 23:00,9.62,18.59,103,0.13,No action needed,0
1/15/2023 0:00,19.11,17.82,96,0.21,Shift heavy operations to off-peak hours.,0.28
1/15/2023 1:00,10.18,27.39,112,0.29,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.32
1/15/2023 2:00,7.71,21.82,86,0.11,No action needed,0
1/15/2023 3:00,21.69,24.44,133,0.1,No action needed,0
1/15/2023 4:00,6.41,15.92,133,0.29,Shift heavy operations to off-peak hours.,0.13
1/15/2023 5:00,18.62,33.77,125,0.14,Investigate devices left on overnight.,0.1
1/15/2023 6:00,21.54,15.12,150,0.14,No action needed,0
1/15/2023 7:00,14.59,28.5,61,0.21,Shift heavy operations to off-peak hours.,0.21
1/15/2023 8:00,16.76,23.51,111,0.29,Shift heavy operations to off-peak hours.,0.34
1/15/2023 9:00,9.21,17.96,141,0.16,No action needed,0
1/15/2023 10:00,22.61,32.32,13,0.13,Reduce HVAC cooling to save energy.,0.15
1/15/2023 11:00,23.95,29.12,145,0.26,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.75
1/15/2023 12:00,6.14,33.24,50,0.29,Shift heavy operations to off-peak hours.,0.12
1/15/2023 13:00,12.12,25.37,39,0.19,No action needed,0
1/15/2023 14:00,12.89,26.08,87,0.12,No action needed,0
1/15/2023 15:00,19.72,18.47,97,0.26,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.56
1/15/2023 16:00,5.76,15.45,66,0.27,Shift heavy operations to off-peak hours.,0.11
1/15/2023 17:00,8.93,15.83,62,0.22,Shift heavy operations to off-peak hours.,0.14
1/15/2023 18:00,19.91,31.24,41,0.18,No action needed,0
1/15/2023 19:00,22.6,32.08,106,0.26,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.71
1/15/2023 20:00,8.95,28.57,91,0.28,Shift heavy operations to off-peak hours.,0.18
1/15/2023 21:00,23.23,18.53,58,0.2,No action needed,0
1/15/2023 22:00,21.3,29.85,17,0.23,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.78
1/15/2023 23:00,13.39,19.39,85,0.15,No action needed,0
1/16/2023 0:00,10.26,15.42,6,0.14,Turn off unnecessary lights in unoccupied areas.,0.04
1/16/2023 1:00,13.17,33.45,22,0.21,Shift heavy operations to off-peak hours.,0.19
1/16/2023 2:00,11.73,20.07,68,0.18,No action needed,0
1/16/2023 3:00,12.39,28.06,139,0.29,Shift heavy operations to off-peak hours.,0.25
1/16/2023 4:00,16.25,27.07,16,0.13,Investigate devices left on overnight.,0.08
1/16/2023 5:00,23.45,17.24,132,0.28,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.72
1/16/2023 6:00,11.16,27.9,99,0.19,No action needed,0
1/16/2023 7:00,15.47,26.34,65,0.17,Investigate devices left on overnight.,0.11
1/16/2023 8:00,15.77,19.02,7,0.1,Turn off unnecessary lights in unoccupied areas.,0.05
1/16/2023 9:00,7,25.53,129,0.12,No action needed,0
1/16/2023 10:00,5.34,27.85,51,0.15,No action needed,0
1/16/2023 11:00,11.5,27.18,146,0.22,Shift heavy operations to off-peak hours.,0.18
1/16/2023 12:00,7.42,21.99,18,0.25,Shift heavy operations to off-peak hours.,0.13
1/16/2023 13:00,16.65,20.3,139,0.18,No action needed,0
1/16/2023 14:00,24.62,24.42,138,0.24,Shift heavy operations to off-peak hours.,0.41
1/16/2023 15:00,5.74,21.68,56,0.18,No action needed,0
1/16/2023 16:00,5.24,19.86,30,0.22,Shift heavy operations to off-peak hours.,0.08
1/16/2023 17:00,11.34,27.69,15,0.3,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.37
1/16/2023 18:00,13.02,30.47,88,0.28,Shift heavy operations to off-peak hours.,0.26
1/16/2023 19:00,24.99,30.47,56,0.19,Reduce HVAC cooling to save energy.,0.24
1/16/2023 20:00,22.13,29.72,101,0.28,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.99
1/16/2023 21:00,20.47,33.26,28,0.13,Reduce HVAC cooling to save energy.,0.13
1/16/2023 22:00,11.71,16.9,136,0.14,No action needed,0
1/16/2023 23:00,19.02,27.72,90,0.16,No action needed,0
1/17/2023 0:00,22.31,24.33,145,0.3,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.74
1/17/2023 1:00,17.11,28.75,48,0.17,No action needed,0
1/17/2023 2:00,20.98,23.08,94,0.23,Shift heavy operations to off-peak hours.,0.34
1/17/2023 3:00,5.12,18.71,144,0.18,No action needed,0
1/17/2023 4:00,24.26,23.1,5,0.13,Turn off unnecessary lights in unoccupied areas.,0.09
1/17/2023 5:00,17.65,24.44,133,0.14,No action needed,0
1/17/2023 6:00,24.11,28.62,29,0.11,Reduce HVAC cooling to save energy.,0.13
1/17/2023 7:00,23.48,23.31,121,0.22,Shift heavy operations to off-peak hours.,0.36
1/17/2023 8:00,5.83,33.32,69,0.18,No action needed,0
1/17/2023 9:00,6.51,24.55,125,0.28,Shift heavy operations to off-peak hours.,0.13
1/17/2023 10:00,6.54,17.94,116,0.12,No action needed,0
1/17/2023 11:00,24.9,31.32,85,0.11,Reduce HVAC cooling to save energy.,0.14
1/17/2023 12:00,23.57,28.73,137,0.16,Reduce HVAC cooling to save energy.,0.19
1/17/2023 13:00,23.25,25.75,107,0.2,Reduce HVAC cooling to save energy.; Investigate devices left on overnight.,0.42
1/17/2023 14:00,12.74,24.96,12,0.17,No action needed,0
1/17/2023 15:00,10.49,25.51,77,0.15,Investigate devices left on overnight.,0.06
1/17/2023 16:00,15.91,19.66,17,0.18,No action needed,0
1/17/2023 17:00,5.62,18.29,27,0.16,No action needed,0
1/17/2023 18:00,20.32,18.02,112,0.26,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.58
1/17/2023 19:00,20.15,27.36,113,0.19,Reduce HVAC cooling to save energy.,0.19
1/17/2023 20:00,24.61,32.58,38,0.21,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.62
1/17/2023 21:00,8.85,33.39,88,0.27,Shift heavy operations to off-peak hours.,0.17
1/17/2023 22:00,17.36,17.57,94,0.12,No action needed,0
1/17/2023 23:00,22.1,20.2,17,0.23,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.56
1/18/2023 0:00,12.02,29.92,54,0.15,No action needed,0
1/18/2023 1:00,7.26,17.78,90,0.12,No action needed,0
1/18/2023 2:00,18.87,27.44,8,0.29,Turn off unnecessary lights in unoccupied areas.; Shift heavy operations to off-peak hours.,0.55
1/18/2023 3:00,11.71,17.76,118,0.26,Shift heavy operations to off-peak hours.,0.21
1/18/2023 4:00,13.04,31.97,127,0.1,Investigate devices left on overnight.,0.05
1/18/2023 5:00,10.83,31.03,6,0.1,Turn off unnecessary lights in unoccupied areas.; Investigate devices left on overnight.,0.08
1/18/2023 6:00,12.23,30.43,140,0.15,No action needed,0
1/18/2023 7:00,11.25,19.34,19,0.15,No action needed,0
1/18/2023 8:00,11.42,28.35,150,0.27,Shift heavy operations to off-peak hours.,0.22
1/18/2023 9:00,15.54,28.58,21,0.23,Shift heavy operations to off-peak hours.,0.25
1/18/2023 10:00,19.94,20.16,92,0.16,No action needed,0
1/18/2023 11:00,14.26,27.47,118,0.23,Shift heavy operations to off-peak hours.,0.23
1/18/2023 12:00,7.26,19.19,54,0.11,No action needed,0
1/18/2023 13:00,17.18,17.22,126,0.13,No action needed,0
1/18/2023 14:00,8.14,29.65,34,0.11,No action needed,0
1/18/2023 15:00,22.95,28.59,63,0.21,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.58
1/18/2023 16:00,8.2,19.53,63,0.23,Shift heavy operations to off-peak hours.,0.13
1/18/2023 17:00,16.6,26.34,16,0.17,No action needed,0
1/18/2023 18:00,14.83,20.83,26,0.29,Shift heavy operations to off-peak hours.,0.3
1/18/2023 19:00,17.33,26.48,31,0.18,No action needed,0
1/18/2023 20:00,22.28,16.97,94,0.3,Shift heavy operations to off-peak hours.,0.47
1/18/2023 21:00,10.68,34.93,85,0.19,No action needed,0
1/18/2023 22:00,12.9,28.42,117,0.26,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.37
1/18/2023 23:00,24.16,31.84,122,0.12,Reduce HVAC cooling to save energy.,0.14
1/19/2023 0:00,18.56,22.95,118,0.11,Investigate devices left on overnight.,0.08
1/19/2023 1:00,15.12,17.37,134,0.1,No action needed,0
1/19/2023 2:00,23.99,25.09,126,0.1,Reduce HVAC cooling to save energy.,0.12
1/19/2023 3:00,11.46,21.08,113,0.21,Shift heavy operations to off-peak hours.,0.17
1/19/2023 4:00,23.52,28.83,125,0.29,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.82
1/19/2023 5:00,23.49,29.93,148,0.18,Reduce HVAC cooling to save energy.; Investigate devices left on overnight.,0.38
1/19/2023 6:00,24.65,30.64,90,0.28,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.83
1/19/2023 7:00,14.12,31.03,142,0.22,Shift heavy operations to off-peak hours.,0.22
1/19/2023 8:00,7.43,26.49,131,0.27,Shift heavy operations to off-peak hours.,0.14
1/19/2023 9:00,17.64,32.6,51,0.27,Shift heavy operations to off-peak hours.,0.33
1/19/2023 10:00,7.06,16.78,29,0.2,No action needed,0
1/19/2023 11:00,24.52,31.04,27,0.24,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.71
1/19/2023 12:00,8.03,31.59,61,0.21,Shift heavy operations to off-peak hours.,0.12
1/19/2023 13:00,22.74,20.34,113,0.19,No action needed,0
1/19/2023 14:00,9.75,19.15,38,0.11,No action needed,0
1/19/2023 15:00,8.71,23.11,24,0.27,Shift heavy operations to off-peak hours.,0.16
1/19/2023 16:00,12.07,16.9,65,0.18,No action needed,0
1/19/2023 17:00,15.66,26.29,24,0.3,Shift heavy operations to off-peak hours.,0.33
1/19/2023 18:00,5.85,25.37,65,0.27,Shift heavy operations to off-peak hours.,0.11
1/19/2023 19:00,12.17,27.43,94,0.12,No action needed,0
1/19/2023 20:00,13.45,16.89,36,0.13,Investigate devices left on overnight.,0.07
1/19/2023 21:00,17.57,32.86,30,0.24,Shift heavy operations to off-peak hours.,0.3
1/19/2023 22:00,14.16,26.51,30,0.18,No action needed,0
1/19/2023 23:00,22.72,26.33,83,0.28,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.76
1/20/2023 0:00,11.76,26.99,109,0.21,Shift heavy operations to off-peak hours.,0.17
1/20/2023 1:00,15.61,30.42,141,0.29,Shift heavy operations to off-peak hours.,0.32
1/20/2023 2:00,8.31,32.35,14,0.16,No action needed,0
1/20/2023 3:00,18.62,31.92,49,0.15,No action needed,0
1/20/2023 4:00,15.06,19.1,23,0.29,Shift heavy operations to off-peak hours.,0.31
1/20/2023 5:00,7.97,25.06,56,0.17,No action needed,0
1/20/2023 6:00,23.43,15.72,115,0.14,No action needed,0
1/20/2023 7:00,9.65,23.69,70,0.24,Shift heavy operations to off-peak hours.,0.16
1/20/2023 8:00,8.81,23.86,101,0.14,No action needed,0
1/20/2023 9:00,16.72,29.8,139,0.29,Shift heavy operations to off-peak hours.,0.34
1/20/2023 10:00,16.12,28.47,72,0.29,Shift heavy operations to off-peak hours.,0.33
1/20/2023 11:00,22.17,29.78,12,0.11,Reduce HVAC cooling to save energy.,0.12
1/20/2023 12:00,22.18,31.76,107,0.2,Reduce HVAC cooling to save energy.; Investigate devices left on overnight.,0.4
1/20/2023 13:00,22.57,16.82,88,0.17,No action needed,0
1/20/2023 14:00,13.31,23.59,60,0.24,Shift heavy operations to off-peak hours.,0.22
1/20/2023 15:00,12.75,31.93,20,0.15,No action needed,0
1/20/2023 16:00,24.83,32.4,148,0.26,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.77
1/20/2023 17:00,23.59,17.64,23,0.16,Investigate devices left on overnight.,0.15
1/20/2023 18:00,23.05,19.01,101,0.13,No action needed,0
1/20/2023 19:00,14.1,33.97,65,0.25,Shift heavy operations to off-peak hours.,0.25
1/20/2023 20:00,9.77,24.68,92,0.16,No action needed,0
1/20/2023 21:00,10.85,17.73,146,0.22,Shift heavy operations to off-peak hours.,0.17
1/20/2023 22:00,24.31,20.12,96,0.25,Shift heavy operations to off-peak hours.,0.43
1/20/2023 23:00,13.62,17.89,58,0.14,No action needed,0
1/21/2023 0:00,24.05,16.79,71,0.11,No action needed,0
1/21/2023 1:00,14.63,25.19,102,0.23,Shift heavy operations to off-peak hours.,0.24
1/21/2023 2:00,13.18,19.47,19,0.14,No action needed,0
1/21/2023 3:00,24.76,17.91,87,0.19,No action needed,0
1/21/2023 4:00,6.05,15.65,22,0.1,No action needed,0
1/21/2023 5:00,20.3,21.53,37,0.2,Investigate devices left on overnight.,0.16
1/21/2023 6:00,16.93,26.88,101,0.15,No action needed,0
1/21/2023 7:00,8.44,23.83,20,0.19,No action needed,0
1/21/2023 8:00,6.72,29.03,53,0.3,Shift heavy operations to off-peak hours.,0.14
1/21/2023 9:00,23.17,16.18,84,0.22,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.56
1/21/2023 10:00,15.66,17.95,120,0.23,Shift heavy operations to off-peak hours.,0.25
1/21/2023 11:00,8.33,30.95,70,0.22,Shift heavy operations to off-peak hours.,0.13
1/21/2023 12:00,11.69,22.58,36,0.23,Shift heavy operations to off-peak hours.,0.19
1/21/2023 13:00,22.74,33.96,37,0.27,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.74
1/21/2023 14:00,22.34,21.89,45,0.29,Shift heavy operations to off-peak hours.,0.45
1/21/2023 15:00,13.17,30.46,113,0.19,No action needed,0
1/21/2023 16:00,15.23,33.86,131,0.13,No action needed,0
1/21/2023 17:00,21.83,32.47,141,0.23,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.6
1/21/2023 18:00,16.45,25.63,56,0.17,No action needed,0
1/21/2023 19:00,6.82,20.39,67,0.17,No action needed,0
1/21/2023 20:00,10.26,15.42,24,0.26,Shift heavy operations to off-peak hours.,0.19
1/21/2023 21:00,22.29,34.62,115,0.11,Reduce HVAC cooling to save energy.,0.12
1/21/2023 22:00,20.56,30.26,95,0.1,Reduce HVAC cooling to save energy.; Investigate devices left on overnight.,0.19
1/21/2023 23:00,19.87,16.38,142,0.27,Shift heavy operations to off-peak hours.,0.38
1/22/2023 0:00,6.77,25.74,11,0.12,No action needed,0
1/22/2023 1:00,10.52,20.04,119,0.24,Shift heavy operations to off-peak hours.,0.18
1/22/2023 2:00,13.25,19.32,102,0.13,No action needed,0
1/22/2023 3:00,17.51,28.24,60,0.25,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.48
1/22/2023 4:00,10.21,18.58,17,0.24,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.27
1/22/2023 5:00,13.24,20.1,123,0.19,Investigate devices left on overnight.,0.1
1/22/2023 6:00,13.56,25.37,121,0.2,No action needed,0
1/22/2023 7:00,18.2,18.95,7,0.1,Turn off unnecessary lights in unoccupied areas.,0.05
1/22/2023 8:00,16.2,19.51,102,0.27,Shift heavy operations to off-peak hours.,0.31
1/22/2023 9:00,16.43,31.64,94,0.29,Shift heavy operations to off-peak hours.,0.33
1/22/2023 10:00,13.6,18.98,16,0.26,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.39
1/22/2023 11:00,21.02,27.56,124,0.26,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.66
1/22/2023 12:00,13.57,25.29,69,0.21,Shift heavy operations to off-peak hours.,0.2
1/22/2023 13:00,24.11,19.41,45,0.13,No action needed,0
1/22/2023 14:00,16.55,18.22,136,0.17,Investigate devices left on overnight.,0.11
1/22/2023 15:00,13.84,18.07,31,0.27,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.41
1/22/2023 16:00,9.19,34.82,43,0.17,No action needed,0
1/22/2023 17:00,19.61,29.01,89,0.14,No action needed,0
1/22/2023 18:00,12.29,20.73,64,0.11,No action needed,0
1/22/2023 19:00,8.69,19.84,7,0.24,Turn off unnecessary lights in unoccupied areas.; Shift heavy operations to off-peak hours.,0.21
1/22/2023 20:00,24.25,33.12,50,0.23,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.67
1/22/2023 21:00,17.7,26.27,30,0.17,No action needed,0
1/22/2023 22:00,24.75,24.87,120,0.28,Shift heavy operations to off-peak hours.,0.49
1/22/2023 23:00,12.92,19.49,82,0.29,Shift heavy operations to off-peak hours.,0.26
1/23/2023 0:00,9.97,27.6,104,0.16,No action needed,0
1/23/2023 1:00,15.26,16.31,116,0.3,Shift heavy operations to off-peak hours.,0.32
1/23/2023 2:00,13.67,25.82,68,0.15,No action needed,0
1/23/2023 3:00,17.83,31.83,7,0.15,Turn off unnecessary lights in unoccupied areas.,0.08
1/23/2023 4:00,5.27,17.28,51,0.1,No action needed,0
1/23/2023 5:00,16.08,30.2,106,0.19,No action needed,0
1/23/2023 6:00,11.84,23.71,100,0.21,Shift heavy operations to off-peak hours.,0.17
1/23/2023 7:00,17.82,20.92,70,0.14,No action needed,0
1/23/2023 8:00,10.82,16.36,76,0.16,No action needed,0
1/23/2023 9:00,8.33,22.93,9,0.21,Turn off unnecessary lights in unoccupied areas.; Shift heavy operations to off-peak hours.,0.17
1/23/2023 10:00,18.74,31.43,46,0.27,Shift heavy operations to off-peak hours.,0.35
1/23/2023 11:00,18.03,17.42,148,0.13,No action needed,0
1/23/2023 12:00,8.43,20.9,129,0.17,No action needed,0
1/23/2023 13:00,15.74,21.74,29,0.21,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.36
1/23/2023 14:00,14.77,31.68,108,0.15,No action needed,0
1/23/2023 15:00,23.61,18.28,5,0.2,Turn off unnecessary lights in unoccupied areas.; Investigate devices left on overnight.,0.33
1/23/2023 16:00,9.44,24.58,90,0.27,Shift heavy operations to off-peak hours.,0.18
1/23/2023 17:00,19.92,18.84,32,0.25,Shift heavy operations to off-peak hours.,0.35
1/23/2023 18:00,15.15,27.02,87,0.28,Shift heavy operations to off-peak hours.,0.3
1/23/2023 19:00,24.37,32.88,8,0.22,Reduce HVAC cooling to save energy.; Turn off unnecessary lights in unoccupied areas.; Shift heavy operations to off-peak hours.,0.8
1/23/2023 20:00,8.58,20.57,8,0.15,Turn off unnecessary lights in unoccupied areas.,0.04
1/23/2023 21:00,9.28,16.59,47,0.15,No action needed,0
1/23/2023 22:00,14.24,18.85,43,0.18,No action needed,0
1/23/2023 23:00,12.06,26.96,93,0.23,Shift heavy operations to off-peak hours.,0.19
1/24/2023 0:00,19.95,27.82,15,0.15,Investigate devices left on overnight.,0.12
1/24/2023 1:00,18.14,26.66,119,0.23,Shift heavy operations to off-peak hours.,0.29
1/24/2023 2:00,15.15,24.39,94,0.16,No action needed,0
1/24/2023 3:00,14.69,19.86,69,0.28,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.45
1/24/2023 4:00,6.72,22.95,43,0.24,Shift heavy operations to off-peak hours.,0.11
1/24/2023 5:00,14.6,34.58,28,0.24,Shift heavy operations to off-peak hours.,0.25
1/24/2023 6:00,19.32,25.63,136,0.2,No action needed,0
1/24/2023 7:00,14.46,17.41,44,0.17,No action needed,0
1/24/2023 8:00,20.08,24.62,26,0.13,No action needed,0
1/24/2023 9:00,12.28,34.33,79,0.2,No action needed,0
1/24/2023 10:00,18.45,21.16,57,0.28,Shift heavy operations to off-peak hours.,0.36
1/24/2023 11:00,15.59,32.04,13,0.19,No action needed,0
1/24/2023 12:00,6.85,28.76,44,0.19,No action needed,0
1/24/2023 13:00,15.84,34.51,65,0.14,No action needed,0
1/24/2023 14:00,11.84,18.3,67,0.1,No action needed,0
1/24/2023 15:00,15.11,21.4,61,0.13,Investigate devices left on overnight.,0.08
1/24/2023 16:00,21.83,27.16,27,0.17,Reduce HVAC cooling to save energy.,0.19
1/24/2023 17:00,18.51,20.67,115,0.23,Shift heavy operations to off-peak hours.,0.3
1/24/2023 18:00,18.17,26.92,133,0.28,Shift heavy operations to off-peak hours.,0.36
1/24/2023 19:00,20.86,22.89,61,0.27,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.62
1/24/2023 20:00,13.12,22.84,136,0.18,No action needed,0
1/24/2023 21:00,5.64,24.5,96,0.22,Shift heavy operations to off-peak hours.,0.09
1/24/2023 22:00,19.51,20.43,78,0.21,Shift heavy operations to off-peak hours.,0.29
1/24/2023 23:00,23.36,34.73,106,0.24,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.67
1/25/2023 0:00,7.27,27.19,105,0.2,No action needed,0
