,Season,Temperature (°C),Humidity (%),Wind Speed (m/s),Sunlight (W/m²),Building Occupancy,Energy Tariff ($/kWh),Energy Consumption (kWh),Timestamp
305,Winter,4.35,71.13,9.33,966.09,18,0.15,15.73,2023-01-13 17:00:00
306,Winter,9.61,64.79,1.81,943.34,5,0.06,8.45,2023-01-13 18:00:00
307,Winter,-1.43,54.71,16.2,789.32,12,0.08,10.38,2023-01-13 19:00:00
308,Winter,1.14,45.49,5.26,637.34,29,0.13,13.55,2023-01-13 20:00:00
309,Winter,5.28,48.08,5.11,673.83,182,0.28,17.65,2023-01-13 21:00:00
310,Winter,6.58,47.86,7.57,424.21,145,0.2,20.35,2023-01-13 22:00:00
311,Winter,6.11,32.28,19.88,266.47,123,0.12,11.74,2023-01-13 23:00:00
312,Winter,-2.63,50.15,4.98,487.85,153,0.29,16.57,2023-01-14 00:00:00
313,Winter,-1.45,49.49,6.79,740.1,125,0.25,17.46,2023-01-14 01:00:00
314,Winter,6.08,36.63,8.76,782.32,187,0.19,14.82,2023-01-14 02:00:00
315,Winter,5.33,37.99,11.82,715.39,153,0.16,16.39,2023-01-14 03:00:00
316,Winter,-1.29,56.17,19.23,926.05,188,0.23,21.47,2023-01-14 04:00:00
317,Winter,5.61,48.75,0.44,492.87,110,0.16,19.92,2023-01-14 05:00:00
318,Winter,-2.73,44.39,16.91,226.37,96,0.12,19.87,2023-01-14 06:00:00
319,Winter,4.47,52.47,11.24,425.93,176,0.15,20.77,2023-01-14 07:00:00
320,Winter,5.05,34.58,16.16,899.56,14,0.13,11.93,2023-01-14 08:00:00
321,Winter,-1.3,68.24,13.07,24.95,21,0.11,22.13,2023-01-14 09:00:00
322,Winter,4.42,75.27,11.02,676.57,29,0.12,14.44,2023-01-14 10:00:00
323,Winter,-1.71,47.41,15.16,54.58,20,0.07,19.01,2023-01-14 11:00:00
324,Winter,0.94,77.46,6.36,90.13,9,0.08,11.02,2023-01-14 12:00:00
325,Winter,-3.15,35.19,15.16,262.28,24,0.15,19.71,2023-01-14 13:00:00
326,Winter,-0.37,38.6,1.84,100.88,12,0.13,21.84,2023-01-14 14:00:00
327,Winter,9.79,34.02,0.81,913.25,29,0.14,13.84,2023-01-14 15:00:00
328,Winter,-2.5,70.62,5.65,86.02,23,0.11,17.78,2023-01-14 16:00:00
329,Winter,-2.62,45.62,19.06,15.08,24,0.14,23.6,2023-01-14 17:00:00
330,Winter,7.27,50.24,10.92,689.28,18,0.12,16.97,2023-01-14 18:00:00
331,Winter,8.42,38.45,16.18,201.29,27,0.07,9.94,2023-01-14 19:00:00
332,Winter,0.9,57.38,14.44,5.56,22,0.06,19.58,2023-01-14 20:00:00
333,Winter,-4.18,70.98,8.28,869.6,129,0.27,17.61,2023-01-14 21:00:00
334,Winter,4.23,40.54,9.31,989.88,85,0.16,16.17,2023-01-14 22:00:00
335,Winter,-1.81,78.07,12.12,305.89,192,0.11,24.59,2023-01-14 23:00:00
336,Winter,-1.88,44.53,2.79,375.74,96,0.14,12.9,2023-01-15 00:00:00
337,Winter,5.17,42.06,13.93,286.92,140,0.29,15.72,2023-01-15 01:00:00
338,Winter,7.8,50.08,7.43,192.53,103,0.17,11.95,2023-01-15 02:00:00
339,Winter,-4.25,35.63,14.97,361.41,105,0.14,23.57,2023-01-15 03:00:00
340,Winter,2.34,49.57,17.98,921.09,104,0.16,16.48,2023-01-15 04:00:00
341,Winter,9.79,30.44,11.44,391.53,55,0.28,11.56,2023-01-15 05:00:00
342,Winter,0.01,51.31,16.88,768.13,75,0.16,18.5,2023-01-15 06:00:00
343,Winter,2.92,63.09,12.96,84.14,59,0.12,14.03,2023-01-15 07:00:00
344,Winter,3.74,57.59,9.4,884.79,23,0.12,9.79,2023-01-15 08:00:00
345,Winter,6.45,48.8,0.64,111.57,16,0.23,15.38,2023-01-15 09:00:00
346,Winter,1.05,71.59,17.88,964.93,25,0.14,12.45,2023-01-15 10:00:00
347,Winter,9.24,61.69,15.64,131.35,28,0.12,19.01,2023-01-15 11:00:00
348,Winter,5.11,64.4,5.75,832.96,15,0.12,10.67,2023-01-15 12:00:00
349,Winter,1.66,50.21,11.63,183.0,24,0.06,11.12,2023-01-15 13:00:00
350,Winter,-3.03,66.27,11.46,731.2,19,0.06,16.64,2023-01-15 14:00:00
351,Winter,1.92,70.36,17.09,299.08,20,0.11,16.97,2023-01-15 15:00:00
352,Winter,9.53,39.27,1.29,713.82,29,0.12,14.65,2023-01-15 16:00:00
353,Winter,6.47,40.63,4.42,933.34,13,0.09,13.01,2023-01-15 17:00:00
354,Winter,5.5,35.0,10.22,739.04,17,0.11,10.07,2023-01-15 18:00:00
355,Winter,-3.59,54.77,17.32,496.22,23,0.07,17.15,2023-01-15 19:00:00
356,Winter,-0.3,57.82,4.01,113.34,14,0.07,18.69,2023-01-15 20:00:00
357,Winter,4.58,71.16,6.47,658.78,118,0.2,19.34,2023-01-15 21:00:00
358,Winter,4.86,66.41,15.74,462.6,189,0.14,22.04,2023-01-15 22:00:00
359,Winter,0.71,38.39,14.41,408.98,194,0.19,22.08,2023-01-15 23:00:00
360,Winter,3.16,36.28,14.86,707.36,124,0.14,19.35,2023-01-16 00:00:00
361,Winter,-0.37,51.69,6.33,910.24,106,0.17,14.3,2023-01-16 01:00:00
362,Winter,3.81,69.86,18.64,405.6,136,0.16,20.19,2023-01-16 02:00:00
363,Winter,0.93,54.0,12.96,467.35,190,0.3,22.1,2023-01-16 03:00:00
364,Winter,-2.34,49.76,12.69,550.14,136,0.11,16.21,2023-01-16 04:00:00
365,Winter,7.78,71.05,5.93,445.63,185,0.16,18.91,2023-01-16 05:00:00
366,Winter,5.93,42.63,15.83,460.37,53,0.16,16.85,2023-01-16 06:00:00
367,Winter,1.69,53.22,16.8,260.8,92,0.12,17.48,2023-01-16 07:00:00
368,Winter,2.4,66.49,19.1,340.68,15,0.29,15.83,2023-01-16 08:00:00
369,Winter,-2.97,31.9,1.33,25.26,22,0.14,16.76,2023-01-16 09:00:00
370,Winter,-1.98,44.17,16.8,802.74,20,0.14,17.17,2023-01-16 10:00:00
371,Winter,3.78,50.99,18.39,451.89,18,0.09,11.37,2023-01-16 11:00:00
372,Winter,2.25,61.26,9.26,102.18,13,0.07,16.81,2023-01-16 12:00:00
373,Winter,4.15,39.55,18.62,889.76,39,0.08,11.79,2023-01-16 13:00:00
374,Winter,9.74,58.91,0.54,500.71,36,0.12,9.81,2023-01-16 14:00:00
375,Winter,9.25,79.75,9.16,192.56,6,0.1,18.62,2023-01-16 15:00:00
376,Winter,-4.67,62.41,5.19,389.22,5,0.15,14.77,2023-01-16 16:00:00
377,Winter,3.66,32.36,1.44,614.88,47,0.08,16.01,2023-01-16 17:00:00
378,Winter,6.75,54.38,10.39,735.97,12,0.11,8.38,2023-01-16 18:00:00
379,Winter,4.38,69.7,6.63,716.05,26,0.13,15.64,2023-01-16 19:00:00
380,Winter,1.22,76.85,9.1,54.77,33,0.08,20.33,2023-01-16 20:00:00
381,Winter,-1.19,42.95,0.28,830.46,38,0.1,10.68,2023-01-16 21:00:00
382,Winter,-3.37,74.69,18.08,791.5,14,0.18,10.15,2023-01-16 22:00:00
383,Winter,-1.6,67.0,0.48,206.32,36,0.29,19.9,2023-01-16 23:00:00
384,Winter,-0.79,42.82,4.76,6.02,45,0.13,15.2,2023-01-17 00:00:00
385,Winter,4.78,51.28,1.76,32.51,37,0.12,11.63,2023-01-17 01:00:00
386,Winter,-2.23,72.92,15.66,944.55,10,0.3,16.5,2023-01-17 02:00:00
387,Winter,8.75,38.03,10.13,222.55,13,0.25,9.84,2023-01-17 03:00:00
388,Winter,2.5,59.02,1.24,372.46,20,0.17,15.46,2023-01-17 04:00:00
389,Winter,-2.33,75.39,12.31,651.26,34,0.25,15.37,2023-01-17 05:00:00
390,Winter,-0.3,66.71,4.68,516.37,9,0.27,18.47,2023-01-17 06:00:00
391,Winter,3.27,72.34,0.72,81.42,20,0.2,17.97,2023-01-17 07:00:00
392,Winter,-3.24,34.37,5.46,168.32,32,0.18,13.82,2023-01-17 08:00:00
393,Winter,1.02,67.92,12.97,22.96,39,0.21,16.73,2023-01-17 09:00:00
394,Winter,0.45,57.75,8.76,112.9,6,0.12,20.74,2023-01-17 10:00:00
395,Winter,6.2,45.89,13.78,867.94,48,0.06,18.9,2023-01-17 11:00:00
396,Winter,-4.46,41.46,7.31,624.22,26,0.13,21.94,2023-01-17 12:00:00
397,Winter,9.75,76.47,2.29,607.05,18,0.12,11.03,2023-01-17 13:00:00
398,Winter,-1.79,41.08,14.71,709.93,35,0.1,15.86,2023-01-17 14:00:00
399,Winter,-3.75,37.04,5.02,592.23,14,0.06,13.21,2023-01-17 15:00:00
400,Winter,-3.25,47.07,0.37,221.4,13,0.06,18.87,2023-01-17 16:00:00
401,Winter,-4.75,72.75,14.09,345.95,15,0.1,15.85,2023-01-17 17:00:00
402,Winter,-0.68,30.13,1.91,55.0,46,0.08,14.27,2023-01-17 18:00:00
403,Winter,4.56,52.71,0.93,221.7,50,0.08,14.88,2023-01-17 19:00:00
404,Winter,1.6,62.11,2.54,1.41,23,0.05,11.73,2023-01-17 20:00:00
405,Winter,-1.36,50.65,4.87,265.56,24,0.1,11.39,2023-01-17 21:00:00
406,Winter,2.3,38.78,9.39,552.44,37,0.17,10.56,2023-01-17 22:00:00
407,Winter,1.81,30.87,10.25,609.91,37,0.17,17.92,2023-01-17 23:00:00
408,Winter,-3.28,72.36,5.32,46.96,27,0.19,13.51,2023-01-18 00:00:00
409,Winter,-2.56,59.32,14.41,576.86,43,0.16,22.07,2023-01-18 01:00:00
410,Winter,9.82,64.04,3.85,334.91,22,0.16,8.78,2023-01-18 02:00:00
411,Winter,5.37,65.67,4.02,157.15,29,0.17,17.99,2023-01-18 03:00:00
412,Winter,7.08,42.49,0.32,24.9,28,0.14,21.18,2023-01-18 04:00:00
413,Winter,3.59,51.1,3.71,655.01,31,0.17,12.19,2023-01-18 05:00:00
414,Winter,9.38,73.1,10.55,410.75,45,0.18,10.38,2023-01-18 06:00:00
415,Winter,1.35,71.81,17.36,440.27,24,0.21,12.62,2023-01-18 07:00:00
416,Winter,9.44,57.59,7.96,850.92,16,0.25,13.22,2023-01-18 08:00:00
417,Winter,2.97,78.43,19.12,658.8,23,0.29,11.66,2023-01-18 09:00:00
418,Winter,2.76,78.23,14.48,359.33,12,0.08,15.57,2023-01-18 10:00:00
419,Winter,-3.4,31.06,0.35,915.26,24,0.15,10.41,2023-01-18 11:00:00
420,Winter,9.72,46.48,15.81,9.5,28,0.05,14.32,2023-01-18 12:00:00
421,Winter,2.62,38.83,9.52,764.71,14,0.13,17.27,2023-01-18 13:00:00
422,Winter,1.29,64.56,12.74,691.27,15,0.07,14.27,2023-01-18 14:00:00
423,Winter,9.64,54.56,4.86,933.32,16,0.08,12.1,2023-01-18 15:00:00
424,Winter,3.97,60.64,5.4,261.21,23,0.1,11.8,2023-01-18 16:00:00
425,Winter,1.14,69.27,16.15,341.66,6,0.14,19.33,2023-01-18 17:00:00
426,Winter,5.51,71.11,8.91,868.88,27,0.1,18.03,2023-01-18 18:00:00
427,Winter,-2.73,45.21,2.86,437.56,25,0.06,14.73,2023-01-18 19:00:00
428,Winter,-2.12,75.59,4.97,807.84,27,0.06,16.6,2023-01-18 20:00:00
429,Winter,-4.71,59.67,2.33,556.64,80,0.28,20.69,2023-01-18 21:00:00
430,Winter,-2.95,34.6,16.1,999.88,159,0.24,17.21,2023-01-18 22:00:00
431,Winter,2.06,69.5,15.11,577.3,126,0.25,22.4,2023-01-18 23:00:00
432,Winter,-4.28,43.79,19.54,634.76,72,0.29,17.87,2023-01-19 00:00:00
433,Winter,7.09,35.72,10.81,859.29,103,0.2,12.17,2023-01-19 01:00:00
434,Winter,5.57,34.55,12.99,848.72,89,0.18,13.53,2023-01-19 02:00:00
435,Winter,-1.24,74.84,18.08,344.43,60,0.15,14.0,2023-01-19 03:00:00
436,Winter,2.22,51.14,7.93,431.7,176,0.28,15.58,2023-01-19 04:00:00
437,Winter,3.72,40.51,15.62,152.69,174,0.14,15.67,2023-01-19 05:00:00
438,Winter,8.58,34.63,16.63,275.22,145,0.25,16.05,2023-01-19 06:00:00
439,Winter,0.63,76.28,15.33,991.38,170,0.23,17.01,2023-01-19 07:00:00
440,Winter,-1.26,52.81,11.35,416.22,19,0.25,20.96,2023-01-19 08:00:00
441,Winter,5.51,60.17,11.23,344.27,30,0.14,11.46,2023-01-19 09:00:00
442,Winter,-4.1,73.17,7.58,252.19,8,0.12,18.04,2023-01-19 10:00:00
443,Winter,9.24,68.43,6.33,597.71,21,0.14,9.69,2023-01-19 11:00:00
444,Winter,-0.65,78.92,8.2,326.37,10,0.09,17.33,2023-01-19 12:00:00
445,Winter,-1.11,32.98,5.4,225.25,13,0.14,11.07,2023-01-19 13:00:00
446,Winter,3.61,40.62,15.74,191.82,7,0.12,10.83,2023-01-19 14:00:00
447,Winter,-0.03,61.94,6.73,905.16,16,0.05,11.11,2023-01-19 15:00:00
448,Winter,9.28,54.45,19.87,146.75,18,0.07,12.7,2023-01-19 16:00:00
449,Winter,8.88,46.87,11.63,765.98,30,0.06,17.75,2023-01-19 17:00:00
450,Winter,7.71,39.97,4.26,949.51,21,0.12,15.02,2023-01-19 18:00:00
451,Winter,-2.04,39.97,18.12,383.47,17,0.08,17.33,2023-01-19 19:00:00
452,Winter,5.9,33.95,11.9,374.63,22,0.08,20.25,2023-01-19 20:00:00
453,Winter,3.48,60.95,2.54,635.53,165,0.13,21.08,2023-01-19 21:00:00
454,Winter,6.28,49.1,18.81,419.18,145,0.1,16.78,2023-01-19 22:00:00
455,Winter,5.36,60.0,18.24,42.46,153,0.12,21.03,2023-01-19 23:00:00
456,Winter,8.43,41.68,4.66,36.6,68,0.25,21.39,2023-01-20 00:00:00
457,Winter,-3.47,79.37,2.3,26.09,124,0.24,16.79,2023-01-20 01:00:00
458,Winter,-2.58,45.16,18.47,587.95,114,0.1,21.69,2023-01-20 02:00:00
459,Winter,0.89,44.28,5.18,940.6,53,0.27,12.68,2023-01-20 03:00:00
460,Winter,5.54,52.36,4.63,933.93,105,0.16,15.09,2023-01-20 04:00:00
461,Winter,6.36,40.09,4.08,181.02,139,0.27,22.55,2023-01-20 05:00:00
462,Winter,0.03,70.27,2.28,169.67,174,0.3,26.14,2023-01-20 06:00:00
463,Winter,-0.5,41.71,17.68,533.88,89,0.26,13.65,2023-01-20 07:00:00
464,Winter,0.16,58.72,1.25,508.92,27,0.18,18.69,2023-01-20 08:00:00
465,Winter,-4.44,35.7,3.49,512.09,15,0.29,12.43,2023-01-20 09:00:00
466,Winter,-3.1,74.05,8.52,199.48,20,0.07,11.93,2023-01-20 10:00:00
467,Winter,2.89,40.12,2.92,157.81,18,0.06,20.27,2023-01-20 11:00:00
468,Winter,3.85,62.91,7.51,263.15,20,0.13,19.33,2023-01-20 12:00:00
469,Winter,3.13,45.33,2.97,760.01,19,0.08,14.96,2023-01-20 13:00:00
470,Winter,0.14,46.71,8.34,426.12,23,0.06,15.44,2023-01-20 14:00:00
471,Winter,4.59,58.02,2.59,483.47,13,0.12,13.2,2023-01-20 15:00:00
472,Winter,-0.3,57.69,7.02,858.18,10,0.14,12.53,2023-01-20 16:00:00
473,Winter,-1.41,47.2,11.01,170.83,24,0.06,15.56,2023-01-20 17:00:00
474,Winter,6.25,67.91,0.17,127.0,11,0.06,13.89,2023-01-20 18:00:00
475,Winter,-1.58,30.78,15.66,927.84,5,0.08,19.88,2023-01-20 19:00:00
476,Winter,6.61,44.69,13.57,369.06,6,0.07,10.4,2023-01-20 20:00:00
477,Winter,0.24,71.0,19.38,585.76,119,0.21,16.28,2023-01-20 21:00:00
478,Winter,-1.23,67.34,19.82,531.85,167,0.28,16.08,2023-01-20 22:00:00
479,Winter,-0.06,68.32,18.19,721.7,158,0.15,21.71,2023-01-20 23:00:00
480,Winter,3.72,78.81,15.21,814.02,77,0.24,16.02,2023-01-21 00:00:00
481,Winter,-3.14,31.04,8.55,992.43,137,0.22,13.25,2023-01-21 01:00:00
482,Winter,3.6,44.16,17.17,654.52,130,0.1,20.71,2023-01-21 02:00:00
483,Winter,-3.1,60.36,13.17,658.28,185,0.23,21.19,2023-01-21 03:00:00
484,Winter,3.26,30.76,19.0,374.93,67,0.21,13.5,2023-01-21 04:00:00
485,Winter,-2.69,52.39,18.38,633.62,172,0.23,24.37,2023-01-21 05:00:00
486,Winter,3.78,46.43,11.76,580.0,152,0.14,22.99,2023-01-21 06:00:00
487,Winter,-1.56,53.15,3.99,236.83,142,0.14,20.84,2023-01-21 07:00:00
488,Winter,-3.35,41.13,9.43,801.38,14,0.16,20.7,2023-01-21 08:00:00
489,Winter,1.51,65.25,17.6,754.92,30,0.29,18.25,2023-01-21 09:00:00
490,Winter,5.17,72.98,8.62,96.44,7,0.06,21.07,2023-01-21 10:00:00
491,Winter,4.14,48.55,4.76,528.89,30,0.1,15.04,2023-01-21 11:00:00
492,Winter,9.06,31.67,7.72,526.09,22,0.06,13.0,2023-01-21 12:00:00
493,Spring,13.92,32.45,15.14,171.53,5,0.13,12.85,2023-01-21 13:00:00
494,Spring,13.99,79.97,6.32,780.67,30,0.11,7.9,2023-01-21 14:00:00
495,Spring,13.52,30.67,12.02,410.2,21,0.1,8.8,2023-01-21 15:00:00
496,Spring,11.51,71.31,17.34,613.25,5,0.11,6.24,2023-01-21 16:00:00
497,Spring,12.64,55.9,8.43,932.43,12,0.07,4.96,2023-01-21 17:00:00
498,Spring,12.24,60.29,11.83,947.51,5,0.08,6.52,2023-01-21 18:00:00
499,Spring,10.9,70.38,0.97,35.66,27,0.09,7.94,2023-01-21 19:00:00
500,Spring,13.11,50.03,13.59,868.18,30,0.11,4.35,2023-01-21 20:00:00
501,Spring,15.92,70.15,2.49,315.91,165,0.3,12.44,2023-01-21 21:00:00
502,Spring,15.29,77.84,11.54,90.57,107,0.15,11.15,2023-01-21 22:00:00
503,Spring,13.95,35.77,5.61,868.38,121,0.2,7.6,2023-01-21 23:00:00
504,Spring,17.48,70.1,0.7,200.12,102,0.16,11.1,2023-01-22 00:00:00
505,Spring,19.55,53.0,1.96,28.5,152,0.28,16.26,2023-01-22 01:00:00
506,Spring,14.08,75.01,7.62,204.33,199,0.15,17.07,2023-01-22 02:00:00
507,Spring,19.92,39.4,18.03,568.92,125,0.25,9.13,2023-01-22 03:00:00
508,Spring,15.28,57.1,10.42,964.05,127,0.28,14.61,2023-01-22 04:00:00
509,Spring,13.93,44.36,1.72,778.49,108,0.12,6.18,2023-01-22 05:00:00
510,Spring,15.44,58.87,8.85,771.42,172,0.13,16.49,2023-01-22 06:00:00
511,Spring,13.6,60.63,10.78,625.89,128,0.16,15.74,2023-01-22 07:00:00
512,Spring,11.87,32.73,8.95,1.41,16,0.19,12.52,2023-01-22 08:00:00
513,Spring,19.71,66.42,4.92,723.58,7,0.27,8.7,2023-01-22 09:00:00
514,Spring,16.7,52.52,0.18,365.61,27,0.11,13.55,2023-01-22 10:00:00
515,Spring,17.43,67.43,17.84,37.87,22,0.13,13.18,2023-01-22 11:00:00
516,Spring,19.78,33.31,19.39,149.96,24,0.06,15.02,2023-01-22 12:00:00
517,Spring,17.11,78.56,11.51,787.46,20,0.1,6.11,2023-01-22 13:00:00
518,Spring,16.83,73.15,16.33,901.2,30,0.11,12.4,2023-01-22 14:00:00
519,Spring,16.76,59.89,8.36,645.92,8,0.09,10.67,2023-01-22 15:00:00
520,Spring,16.36,57.67,0.12,97.8,17,0.06,11.19,2023-01-22 16:00:00
521,Spring,11.76,72.58,16.12,125.2,7,0.05,13.48,2023-01-22 17:00:00
522,Spring,15.52,48.65,4.11,682.53,23,0.1,6.51,2023-01-22 18:00:00
523,Spring,10.36,46.37,16.86,927.56,12,0.12,10.19,2023-01-22 19:00:00
524,Spring,14.88,44.94,9.36,912.67,11,0.06,4.24,2023-01-22 20:00:00
525,Spring,19.19,46.08,13.2,145.61,145,0.28,9.12,2023-01-22 21:00:00
526,Spring,18.55,46.08,5.62,623.83,193,0.29,8.84,2023-01-22 22:00:00
527,Spring,11.05,35.2,3.97,435.62,53,0.16,9.81,2023-01-22 23:00:00
528,Spring,17.26,56.51,11.82,582.92,191,0.19,10.32,2023-01-23 00:00:00
529,Spring,11.41,53.87,18.91,216.33,55,0.12,15.68,2023-01-23 01:00:00
530,Spring,11.97,39.69,4.55,404.41,117,0.23,15.87,2023-01-23 02:00:00
531,Spring,11.76,66.56,18.17,539.51,177,0.28,16.36,2023-01-23 03:00:00
532,Spring,13.32,32.89,1.37,73.06,162,0.17,17.7,2023-01-23 04:00:00
533,Spring,19.76,31.67,18.6,287.14,90,0.28,15.88,2023-01-23 05:00:00
534,Spring,17.41,63.07,3.51,333.31,54,0.2,14.97,2023-01-23 06:00:00
535,Spring,13.8,38.83,4.04,644.77,130,0.22,8.45,2023-01-23 07:00:00
536,Spring,10.12,51.7,1.56,620.73,30,0.22,6.98,2023-01-23 08:00:00
537,Spring,11.63,48.21,20.0,523.98,21,0.13,13.37,2023-01-23 09:00:00
538,Spring,13.5,44.56,2.76,832.32,9,0.12,5.74,2023-01-23 10:00:00
539,Spring,18.08,31.37,4.28,601.65,25,0.09,6.03,2023-01-23 11:00:00
540,Spring,11.45,75.69,19.31,154.13,21,0.13,7.28,2023-01-23 12:00:00
541,Spring,12.53,30.33,2.16,944.78,5,0.14,11.16,2023-01-23 13:00:00
542,Spring,12.47,48.36,5.82,220.45,30,0.08,9.16,2023-01-23 14:00:00
543,Spring,12.18,37.99,16.99,267.5,8,0.13,9.6,2023-01-23 15:00:00
544,Spring,17.53,54.69,1.45,540.96,39,0.11,12.12,2023-01-23 16:00:00
545,Spring,13.37,38.05,14.38,958.94,32,0.1,4.77,2023-01-23 17:00:00
546,Spring,12.16,35.21,1.02,762.41,12,0.08,5.81,2023-01-23 18:00:00
547,Spring,18.75,68.55,17.41,291.66,29,0.05,10.71,2023-01-23 19:00:00
548,Spring,16.53,31.07,4.28,126.17,8,0.11,12.43,2023-01-23 20:00:00
549,Spring,12.08,39.95,13.98,860.07,32,0.12,6.18,2023-01-23 21:00:00
550,Spring,14.4,51.09,4.83,848.65,50,0.13,8.35,2023-01-23 22:00:00
551,Spring,16.27,40.89,6.54,746.71,50,0.25,9.65,2023-01-23 23:00:00
552,Spring,17.84,74.88,14.5,741.03,13,0.24,12.42,2023-01-24 00:00:00
553,Spring,12.31,51.14,18.09,238.44,28,0.22,8.57,2023-01-24 01:00:00
554,Spring,12.61,56.48,0.75,985.44,42,0.19,13.89,2023-01-24 02:00:00
555,Spring,13.47,30.99,17.46,83.6,18,0.11,11.65,2023-01-24 03:00:00
556,Spring,17.27,74.41,6.7,213.66,41,0.17,10.36,2023-01-24 04:00:00
557,Spring,12.71,72.05,19.98,593.1,39,0.29,8.3,2023-01-24 05:00:00
558,Spring,11.46,68.78,10.51,244.53,37,0.26,11.86,2023-01-24 06:00:00
559,Spring,12.48,39.99,16.28,568.69,23,0.16,9.97,2023-01-24 07:00:00
560,Spring,12.26,75.23,16.45,798.97,14,0.11,12.39,2023-01-24 08:00:00
561,Spring,10.54,71.16,14.44,592.49,24,0.28,13.43,2023-01-24 09:00:00
562,Spring,13.21,31.77,0.27,869.44,47,0.11,12.86,2023-01-24 10:00:00
563,Spring,18.3,43.89,0.85,644.61,10,0.06,13.49,2023-01-24 11:00:00
564,Spring,11.45,36.66,4.7,996.09,26,0.11,3.87,2023-01-24 12:00:00
565,Spring,17.1,32.08,14.38,477.87,41,0.11,11.32,2023-01-24 13:00:00
566,Spring,19.34,30.02,10.11,578.03,27,0.1,11.81,2023-01-24 14:00:00
567,Spring,12.61,68.5,17.62,281.57,11,0.08,6.87,2023-01-24 15:00:00
568,Spring,18.17,37.44,10.52,758.98,50,0.11,8.79,2023-01-24 16:00:00
569,Spring,13.19,47.8,17.8,532.16,8,0.11,6.18,2023-01-24 17:00:00
570,Spring,13.45,53.37,8.43,764.95,35,0.08,9.39,2023-01-24 18:00:00
571,Spring,10.62,53.92,13.1,142.86,48,0.05,6.23,2023-01-24 19:00:00
572,Spring,19.75,43.4,18.94,179.57,26,0.14,12.35,2023-01-24 20:00:00
573,Spring,14.07,41.86,14.55,317.88,28,0.19,7.34,2023-01-24 21:00:00
574,Spring,10.19,44.75,14.75,273.14,28,0.22,8.76,2023-01-24 22:00:00
575,Spring,18.4,39.0,12.12,264.06,6,0.18,12.15,2023-01-24 23:00:00
576,Spring,12.24,72.77,5.61,612.7,43,0.21,10.23,2023-01-25 00:00:00
577,Spring,14.4,30.19,9.68,823.02,31,0.29,11.1,2023-01-25 01:00:00
578,Spring,19.03,79.54,16.74,500.13,49,0.22,10.17,2023-01-25 02:00:00
579,Spring,13.87,73.96,12.12,986.9,23,0.28,3.59,2023-01-25 03:00:00
580,Spring,11.22,66.94,13.7,757.97,5,0.27,6.63,2023-01-25 04:00:00
581,Spring,15.73,63.3,17.14,418.43,39,0.1,10.46,2023-01-25 05:00:00
582,Spring,11.71,76.94,9.02,593.56,48,0.24,7.19,2023-01-25 06:00:00
583,Spring,15.38,67.43,15.38,886.96,11,0.25,3.79,2023-01-25 07:00:00
584,Spring,17.59,56.28,18.77,226.46,32,0.27,8.49,2023-01-25 08:00:00
585,Spring,19.08,52.77,16.49,594.06,45,0.21,10.82,2023-01-25 09:00:00
586,Spring,16.3,62.58,7.96,400.78,20,0.08,12.14,2023-01-25 10:00:00
587,Spring,19.22,59.38,0.54,780.12,11,0.09,4.64,2023-01-25 11:00:00
588,Spring,15.11,40.59,19.48,199.39,18,0.07,9.13,2023-01-25 12:00:00
589,Spring,17.74,60.44,12.39,821.68,22,0.07,13.86,2023-01-25 13:00:00
590,Spring,16.1,79.31,1.47,122.87,6,0.08,5.35,2023-01-25 14:00:00
591,Spring,14.83,53.88,2.89,721.28,15,0.14,4.57,2023-01-25 15:00:00
592,Spring,10.64,40.83,3.89,272.07,21,0.07,14.08,2023-01-25 16:00:00
593,Spring,14.22,43.29,16.16,655.38,28,0.11,7.14,2023-01-25 17:00:00
594,Spring,12.68,43.68,1.65,86.24,22,0.13,15.17,2023-01-25 18:00:00
595,Spring,19.32,41.86,0.74,197.94,27,0.09,14.74,2023-01-25 19:00:00
596,Spring,11.7,71.54,10.03,175.15,23,0.1,5.83,2023-01-25 20:00:00
597,Spring,13.13,52.43,15.3,113.38,71,0.26,14.89,2023-01-25 21:00:00
598,Spring,15.6,62.97,9.92,349.95,65,0.11,10.27,2023-01-25 22:00:00
599,Spring,11.17,50.77,0.97,76.68,116,0.15,16.07,2023-01-25 23:00:00
600,Spring,11.77,46.38,13.14,907.34,56,0.29,7.8,2023-01-26 00:00:00
601,Spring,15.81,50.3,13.32,978.17,95,0.26,11.53,2023-01-26 01:00:00
602,Spring,14.74,73.05,4.78,229.55,114,0.23,16.9,2023-01-26 02:00:00
603,Spring,18.56,47.71,2.46,849.21,102,0.18,11.76,2023-01-26 03:00:00
604,Spring,13.26,75.87,11.38,415.03,97,0.2,7.63,2023-01-26 04:00:00
605,Spring,19.14,64.27,5.71,862.71,129,0.14,9.81,2023-01-26 05:00:00
606,Spring,19.23,33.0,1.82,52.65,122,0.23,9.11,2023-01-26 06:00:00
607,Spring,15.24,49.97,5.65,408.55,134,0.1,10.96,2023-01-26 07:00:00
608,Spring,15.77,59.67,16.33,772.17,8,0.23,7.35,2023-01-26 08:00:00
609,Spring,15.46,48.34,8.97,304.99,7,0.1,12.27,2023-01-26 09:00:00
610,Spring,12.45,46.16,13.83,496.1,12,0.06,7.05,2023-01-26 10:00:00
611,Spring,16.47,64.79,19.0,768.65,21,0.11,5.12,2023-01-26 11:00:00
